locus_tag	ftype	length_bp	gene	EC_number	COG	product
OADMKDBD_00731	CDS	1320	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
OADMKDBD_00732	CDS	2367				hypothetical protein
OADMKDBD_00733	CDS	522				hypothetical protein
OADMKDBD_00734	CDS	603				hypothetical protein
OADMKDBD_00735	CDS	102				hypothetical protein
OADMKDBD_00736	CDS	222				hypothetical protein
OADMKDBD_00737	CDS	864	fixP		COG2010	Cbb3-type cytochrome c oxidase subunit FixP
OADMKDBD_00738	CDS	264				hypothetical protein
OADMKDBD_00739	CDS	666				hypothetical protein
OADMKDBD_00740	CDS	1467	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
OADMKDBD_00741	CDS	681	mprA_2		COG0745	Response regulator MprA
OADMKDBD_00742	CDS	1212	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
OADMKDBD_00743	CDS	660				hypothetical protein
OADMKDBD_00744	CDS	1119	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
OADMKDBD_00745	CDS	552				hypothetical protein
OADMKDBD_00746	CDS	519				hypothetical protein
OADMKDBD_00747	CDS	429				hypothetical protein
OADMKDBD_00748	CDS	1251	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
OADMKDBD_00749	tRNA	94				tRNA-SeC(tca)
OADMKDBD_00750	CDS	1209				hypothetical protein
OADMKDBD_00751	CDS	228	yedF		COG0425	Putative sulfur carrier protein YedF
OADMKDBD_00752	CDS	1470	putP		COG0591	Sodium/proline symporter
OADMKDBD_00753	CDS	3489	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
OADMKDBD_00754	CDS	927	selD	2.7.9.3	COG0709	Selenide, water dikinase
OADMKDBD_00755	CDS	573				hypothetical protein
OADMKDBD_00756	CDS	2103	pctC		COG0840	Methyl-accepting chemotaxis protein PctC
OADMKDBD_00757	CDS	738				hypothetical protein
OADMKDBD_00758	CDS	783	fdhD		COG1526	Sulfur carrier protein FdhD
OADMKDBD_00759	CDS	933				hypothetical protein
OADMKDBD_00760	CDS	642	fdhB1		COG0437	Formate dehydrogenase iron-sulfur subunit
OADMKDBD_00761	CDS	2241	napA_2	1.9.6.1		Periplasmic nitrate reductase
OADMKDBD_00762	CDS	543	fdnG-3	1.17.2.3	COG0243	Formate dehydrogenase 2 subunit alpha (cytochrome c-553)
OADMKDBD_00763	CDS	192				hypothetical protein
OADMKDBD_00764	CDS	702				hypothetical protein
OADMKDBD_00765	CDS	1149	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
OADMKDBD_00766	CDS	342				hypothetical protein
OADMKDBD_00767	CDS	1371	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
OADMKDBD_00768	CDS	567	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
OADMKDBD_00769	CDS	720				hypothetical protein
OADMKDBD_00770	CDS	210				hypothetical protein
OADMKDBD_00771	CDS	1185	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
OADMKDBD_00772	CDS	1359				hypothetical protein
OADMKDBD_00773	CDS	1200				hypothetical protein
OADMKDBD_00774	CDS	747				hypothetical protein
OADMKDBD_00775	CDS	411	exbD_2		COG0848	Biopolymer transport protein ExbD
OADMKDBD_00776	CDS	762	exbB		COG0811	Biopolymer transport protein ExbB
OADMKDBD_00777	CDS	2268			COG1629	putative TonB-dependent receptor
OADMKDBD_00778	CDS	852				hypothetical protein
OADMKDBD_00779	CDS	2175	flhA		COG1298	Flagellar biosynthesis protein FlhA
OADMKDBD_00780	CDS	411	cymR			HTH-type transcriptional regulator CymR
OADMKDBD_00781	CDS	273	rpsO		COG0184	30S ribosomal protein S15
OADMKDBD_00782	CDS	2841				hypothetical protein
OADMKDBD_00783	CDS	2253				hypothetical protein
OADMKDBD_00784	tRNA	87				tRNA-Leu(caa)
OADMKDBD_00785	tRNA	75				tRNA-Gly(gcc)
OADMKDBD_00786	CDS	1932	uup		COG0488	ABC transporter ATP-binding protein uup
OADMKDBD_00787	CDS	1290	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
OADMKDBD_00788	CDS	672	ompR			Transcriptional regulatory protein OmpR
OADMKDBD_00789	CDS	1584	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
OADMKDBD_00790	CDS	489				hypothetical protein
OADMKDBD_00791	CDS	870	rpsA		COG0539	30S ribosomal protein S1
OADMKDBD_00792	CDS	255				hypothetical protein
OADMKDBD_00793	CDS	318				hypothetical protein
OADMKDBD_00794	CDS	243				hypothetical protein
OADMKDBD_00795	CDS	501				hypothetical protein
OADMKDBD_00796	CDS	1029				hypothetical protein
OADMKDBD_00797	CDS	1434				hypothetical protein
OADMKDBD_00798	CDS	681				hypothetical protein
OADMKDBD_00799	CDS	1161				hypothetical protein
OADMKDBD_00800	CDS	213				hypothetical protein
OADMKDBD_00801	CDS	261				hypothetical protein
OADMKDBD_00802	CDS	3843	rpoBC_1	2.7.7.6	COG0085	Bifunctional DNA-directed RNA polymerase subunit beta-beta'
OADMKDBD_00803	CDS	4554	rpoBC_2	2.7.7.6	COG0085	Bifunctional DNA-directed RNA polymerase subunit beta-beta'
OADMKDBD_00804	CDS	762	kdgR			Pectin degradation repressor protein KdgR
OADMKDBD_00805	CDS	909	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
OADMKDBD_00806	CDS	264	uxaA_2	4.2.1.7	COG2721	Altronate dehydratase
OADMKDBD_00807	CDS	1074	tsf		COG0264	Elongation factor Ts
OADMKDBD_00808	CDS	792	rpsB		COG0052	30S ribosomal protein S2
OADMKDBD_00809	CDS	1164	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
OADMKDBD_00810	CDS	1125				hypothetical protein
OADMKDBD_00811	CDS	1251	petB		COG1290	Cytochrome b
OADMKDBD_00812	CDS	504	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
OADMKDBD_00813	CDS	1287	arsB		COG1055	Arsenical pump membrane protein
OADMKDBD_00814	CDS	1860	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OADMKDBD_00815	CDS	498	aer_1		COG0840	Aerotaxis receptor
OADMKDBD_00816	CDS	1377				hypothetical protein
OADMKDBD_00817	CDS	495	aer_2		COG0840	Aerotaxis receptor
OADMKDBD_00818	CDS	1377	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
OADMKDBD_00819	CDS	807				hypothetical protein
OADMKDBD_00820	CDS	363				hypothetical protein
OADMKDBD_00821	CDS	840	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
OADMKDBD_00822	CDS	1458	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
OADMKDBD_00823	CDS	174	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
OADMKDBD_00824	CDS	783				hypothetical protein
OADMKDBD_00825	CDS	1299	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
OADMKDBD_00826	CDS	351				hypothetical protein
OADMKDBD_00827	CDS	2208	mutS2	3.1.-.-	COG1193	Endonuclease MutS2
OADMKDBD_00828	CDS	1449				hypothetical protein
OADMKDBD_00829	CDS	1413				hypothetical protein
OADMKDBD_00830	CDS	1047				hypothetical protein
OADMKDBD_00831	CDS	702	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
OADMKDBD_00832	CDS	600				hypothetical protein
OADMKDBD_00833	CDS	1098	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
OADMKDBD_00834	CDS	192				hypothetical protein
OADMKDBD_00835	CDS	804				hypothetical protein
OADMKDBD_00836	CDS	777	thiG	2.8.1.10	COG2022	Thiazole synthase
OADMKDBD_00837	CDS	1146	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
OADMKDBD_00838	CDS	606	thiE_1	2.5.1.3		Thiamine-phosphate synthase
OADMKDBD_00839	CDS	891	rhaS			HTH-type transcriptional activator RhaS
OADMKDBD_00840	CDS	852				hypothetical protein
OADMKDBD_00841	CDS	1164	yycB		COG2807	putative transporter YycB
OADMKDBD_00842	CDS	1029	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
OADMKDBD_00843	CDS	1164	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
OADMKDBD_00844	CDS	1446	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
OADMKDBD_00845	CDS	213				hypothetical protein
OADMKDBD_00846	CDS	720	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
OADMKDBD_00847	CDS	807				hypothetical protein
OADMKDBD_00848	CDS	3018	mdtC			Multidrug resistance protein MdtC
OADMKDBD_00849	CDS	417				hypothetical protein
OADMKDBD_00850	CDS	210				hypothetical protein
OADMKDBD_00851	CDS	420				hypothetical protein
OADMKDBD_00852	CDS	261				hypothetical protein
OADMKDBD_00853	CDS	507				hypothetical protein
OADMKDBD_00854	CDS	1578	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
OADMKDBD_00855	CDS	333				hypothetical protein
OADMKDBD_00856	CDS	171				hypothetical protein
OADMKDBD_00857	CDS	249				hypothetical protein
OADMKDBD_00858	CDS	585				hypothetical protein
OADMKDBD_00859	CDS	1227				hypothetical protein
OADMKDBD_00860	CDS	738				hypothetical protein
OADMKDBD_00861	CDS	1830				hypothetical protein
OADMKDBD_00862	CDS	2187	der_1			GTPase Der
OADMKDBD_00863	CDS	726	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
OADMKDBD_00864	CDS	1992	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
OADMKDBD_00865	CDS	783	frdC		COG2009	Fumarate reductase cytochrome b subunit
OADMKDBD_00866	CDS	816	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
OADMKDBD_00867	CDS	900				hypothetical protein
OADMKDBD_00868	CDS	789	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
OADMKDBD_00869	CDS	837				hypothetical protein
OADMKDBD_00870	CDS	534				hypothetical protein
OADMKDBD_00871	CDS	1245	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
OADMKDBD_00872	CDS	1506	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
OADMKDBD_00873	CDS	579	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
OADMKDBD_00874	CDS	714				hypothetical protein
OADMKDBD_00875	CDS	690				hypothetical protein
OADMKDBD_00876	CDS	564				hypothetical protein
OADMKDBD_00877	CDS	408				hypothetical protein
OADMKDBD_00878	CDS	783	kpsM		COG1682	Polysialic acid transport protein KpsM
OADMKDBD_00879	CDS	663	kpsT			Polysialic acid transport ATP-binding protein KpsT
OADMKDBD_00880	CDS	1119				hypothetical protein
OADMKDBD_00881	CDS	1659	kpsD		COG1596	Polysialic acid transport protein KpsD
OADMKDBD_00882	CDS	948	kpsF	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KpsF
OADMKDBD_00883	CDS	1050	tarL	2.7.8.47		Teichoic acid poly(ribitol-phosphate) polymerase
OADMKDBD_00884	CDS	765	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
OADMKDBD_00885	CDS	1008	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
OADMKDBD_00886	CDS	3273				hypothetical protein
OADMKDBD_00887	CDS	1650				hypothetical protein
OADMKDBD_00888	CDS	420				hypothetical protein
OADMKDBD_00889	CDS	612				hypothetical protein
OADMKDBD_00890	CDS	546	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
OADMKDBD_00891	CDS	927				hypothetical protein
OADMKDBD_00892	CDS	1056	fcl_1	1.1.1.271	COG0451	GDP-L-fucose synthase
OADMKDBD_00893	CDS	1059	fcl_2	1.1.1.271	COG0451	GDP-L-fucose synthase
OADMKDBD_00894	CDS	1032	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
OADMKDBD_00895	CDS	1020	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
OADMKDBD_00896	CDS	606	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
OADMKDBD_00897	CDS	681	hddC	2.7.7.71		D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
OADMKDBD_00898	CDS	594				hypothetical protein
OADMKDBD_00899	CDS	1299	udk	2.7.1.48		Uridine kinase
OADMKDBD_00900	CDS	714				hypothetical protein
OADMKDBD_00901	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
OADMKDBD_00902	CDS	645				hypothetical protein
OADMKDBD_00903	CDS	576				hypothetical protein
OADMKDBD_00904	CDS	2589	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
OADMKDBD_00905	CDS	516				hypothetical protein
OADMKDBD_00906	CDS	318				hypothetical protein
OADMKDBD_00907	CDS	1302	atoC		COG2204	Regulatory protein AtoC
OADMKDBD_00908	CDS	1032	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
OADMKDBD_00909	CDS	507				hypothetical protein
OADMKDBD_00910	CDS	192				hypothetical protein
OADMKDBD_00911	CDS	435				hypothetical protein
OADMKDBD_00912	CDS	1116			COG0683	Leu/Ile/Val-binding protein 
OADMKDBD_00913	CDS	1110			COG0683	Leu/Ile/Val-binding protein 
OADMKDBD_00914	CDS	897	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
OADMKDBD_00915	CDS	1053				hypothetical protein
OADMKDBD_00916	CDS	771	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OADMKDBD_00917	CDS	696	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
OADMKDBD_00918	CDS	1236	serS	6.1.1.11	COG0172	Serine--tRNA ligase
OADMKDBD_00919	CDS	960	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
OADMKDBD_00920	CDS	498	aroK	2.7.1.71	COG0703	Shikimate kinase
OADMKDBD_00921	CDS	1383	der_2		COG1160	GTPase Der
OADMKDBD_00922	CDS	933	cntI			Pseudopaline exporter CntI
OADMKDBD_00923	CDS	816	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
OADMKDBD_00924	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
OADMKDBD_00925	CDS	399	nusB		COG0781	Transcription antitermination protein NusB
OADMKDBD_00926	CDS	840	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
OADMKDBD_00927	CDS	786				hypothetical protein
OADMKDBD_00928	CDS	894	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
OADMKDBD_00929	CDS	573	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
OADMKDBD_00930	CDS	1713	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
OADMKDBD_00931	CDS	825				hypothetical protein
OADMKDBD_00932	CDS	393				hypothetical protein
OADMKDBD_00933	CDS	492				hypothetical protein
OADMKDBD_00934	CDS	936	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
OADMKDBD_00935	CDS	1170	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
OADMKDBD_00936	CDS	606				hypothetical protein
OADMKDBD_00937	CDS	198				hypothetical protein
OADMKDBD_00938	CDS	1377				hypothetical protein
OADMKDBD_00939	CDS	633				hypothetical protein
OADMKDBD_00940	CDS	1104	acrE			Multidrug export protein AcrE
OADMKDBD_00941	CDS	3123	bepE			Efflux pump membrane transporter BepE
OADMKDBD_00942	CDS	1479	ttgC			Toluene efflux pump outer membrane protein TtgC
OADMKDBD_00943	CDS	252				hypothetical protein
OADMKDBD_00944	CDS	1347				hypothetical protein
OADMKDBD_00945	CDS	453				hypothetical protein
OADMKDBD_00946	CDS	471	lspA	3.4.23.36		Lipoprotein signal peptidase
OADMKDBD_00947	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
OADMKDBD_00948	CDS	1026	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
OADMKDBD_00949	CDS	609	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
OADMKDBD_00950	CDS	318				hypothetical protein
OADMKDBD_00951	CDS	672	tcrA		COG0745	Transcriptional regulatory protein TcrA
OADMKDBD_00952	CDS	246	fdx		COG1145	Ferredoxin
OADMKDBD_00953	CDS	1461	gppA_1	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
OADMKDBD_00954	CDS	798				hypothetical protein
OADMKDBD_00955	CDS	204				hypothetical protein
OADMKDBD_00956	CDS	600	cas1	3.1.-.-		CRISPR-associated endonuclease Cas1
OADMKDBD_00957	CDS	231				hypothetical protein
OADMKDBD_00958	CDS	927	cas9_1		COG3513	CRISPR-associated endonuclease Cas9
OADMKDBD_00959	CDS	1848	cas9_2		COG3513	CRISPR-associated endonuclease Cas9
OADMKDBD_00960	CDS	549				hypothetical protein
OADMKDBD_00961	CDS	519	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
OADMKDBD_00962	CDS	990	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
OADMKDBD_00963	CDS	606	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
OADMKDBD_00964	CDS	750	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
OADMKDBD_00965	CDS	732				hypothetical protein
OADMKDBD_00966	CDS	1038				hypothetical protein
OADMKDBD_00967	CDS	450	dps	1.16.-.-	COG0783	DNA protection during starvation protein
OADMKDBD_00968	CDS	1221	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
OADMKDBD_00969	CDS	474	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
OADMKDBD_00970	CDS	366				hypothetical protein
OADMKDBD_00971	CDS	441	rnhA	3.1.26.4	COG0328	Ribonuclease HI
OADMKDBD_00972	CDS	675	rnc	3.1.26.3	COG0571	Ribonuclease 3
OADMKDBD_00973	CDS	1089	aroC	4.2.3.5	COG0082	Chorismate synthase
OADMKDBD_00974	CDS	984	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
OADMKDBD_00975	CDS	162				hypothetical protein
OADMKDBD_00976	CDS	870				hypothetical protein
OADMKDBD_00977	CDS	192				hypothetical protein
OADMKDBD_00978	CDS	492				hypothetical protein
OADMKDBD_00979	CDS	390	tolR			Tol-Pal system protein TolR
OADMKDBD_00980	CDS	426	tolQ_2			Tol-Pal system protein TolQ
OADMKDBD_00981	CDS	744				hypothetical protein
OADMKDBD_00982	CDS	417				hypothetical protein
OADMKDBD_00983	CDS	1251	sdaC		COG0814	Serine transporter
OADMKDBD_00984	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
OADMKDBD_00985	CDS	522				hypothetical protein
OADMKDBD_00986	CDS	981				hypothetical protein
OADMKDBD_00987	tRNA	88				tRNA-Ser(tga)
OADMKDBD_00988	tRNA	74				tRNA-Cys(gca)
OADMKDBD_00989	tRNA	89				tRNA-Leu(taa)
OADMKDBD_00990	tRNA	75				tRNA-Gly(gcc)
OADMKDBD_00991	CDS	753				hypothetical protein
OADMKDBD_00992	CDS	1020	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
OADMKDBD_00993	CDS	1260	kgtP			Alpha-ketoglutarate permease
OADMKDBD_00994	CDS	858				hypothetical protein
OADMKDBD_00995	CDS	807	btuF			Vitamin B12-binding protein
OADMKDBD_00996	CDS	777	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
OADMKDBD_00997	CDS	987	hmuU		COG0609	Hemin transport system permease protein HmuU
OADMKDBD_00998	CDS	2127	btuB_2			Vitamin B12 transporter BtuB
OADMKDBD_00999	CDS	744	hugZ	1.14.99.-	COG0748	Heme oxygenase HugZ
OADMKDBD_01000	CDS	1068	prfA		COG0216	Peptide chain release factor RF1
OADMKDBD_01001	CDS	264				hypothetical protein
OADMKDBD_01002	CDS	501	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
OADMKDBD_01003	CDS	1161	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
OADMKDBD_01004	CDS	888				hypothetical protein
OADMKDBD_01005	CDS	1116	ispDF		COG0245	Bifunctional enzyme IspD/IspF
OADMKDBD_01006	CDS	1107	apbC		COG0489	Iron-sulfur cluster carrier protein
OADMKDBD_01007	CDS	1161	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
OADMKDBD_01008	CDS	624	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
OADMKDBD_01009	CDS	768	hisF_2	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
OADMKDBD_01010	CDS	939				hypothetical protein
OADMKDBD_01011	CDS	732	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
OADMKDBD_01012	CDS	588	hisH_2	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
OADMKDBD_01013	CDS	1059	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
OADMKDBD_01014	CDS	1287	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
OADMKDBD_01015	CDS	900	hisG	2.4.2.17		ATP phosphoribosyltransferase
OADMKDBD_01016	CDS	354	rplQ		COG0203	50S ribosomal protein L17
OADMKDBD_01017	CDS	1014	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
OADMKDBD_01018	CDS	627	rpsD		COG0522	30S ribosomal protein S4
OADMKDBD_01019	CDS	393	rpsK			30S ribosomal protein S11
OADMKDBD_01020	CDS	366	rpsM		COG0099	30S ribosomal protein S13
OADMKDBD_01021	CDS	219	infA		COG0361	Translation initiation factor IF-1
OADMKDBD_01022	CDS	183				hypothetical protein
OADMKDBD_01023	CDS	375		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
OADMKDBD_01024	CDS	1191				hypothetical protein
OADMKDBD_01025	CDS	609				hypothetical protein
OADMKDBD_01026	CDS	480				hypothetical protein
OADMKDBD_01027	CDS	135	rpmH		COG0230	50S ribosomal protein L34
OADMKDBD_01028	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
OADMKDBD_01029	CDS	372	yidD			Putative membrane protein insertion efficiency factor
OADMKDBD_01030	CDS	1593	yidC			Membrane protein insertase YidC
OADMKDBD_01031	CDS	819				hypothetical protein
OADMKDBD_01032	CDS	1329	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
OADMKDBD_01033	CDS	192				hypothetical protein
OADMKDBD_01034	CDS	810	tupA			Tungstate-binding protein TupA
OADMKDBD_01035	CDS	768	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
OADMKDBD_01036	CDS	741	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
OADMKDBD_01037	CDS	966	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
OADMKDBD_01038	CDS	897				hypothetical protein
OADMKDBD_01039	CDS	579	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
OADMKDBD_01040	CDS	348	hxlR		COG1733	HTH-type transcriptional activator HxlR
OADMKDBD_01041	CDS	480	blc		COG3040	Outer membrane lipoprotein Blc
OADMKDBD_01042	CDS	1077	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
OADMKDBD_01043	CDS	3096				hypothetical protein
OADMKDBD_01044	CDS	1767				hypothetical protein
OADMKDBD_01045	CDS	1143				hypothetical protein
OADMKDBD_01046	CDS	1503				hypothetical protein
OADMKDBD_01047	CDS	231				hypothetical protein
OADMKDBD_01048	CDS	450				hypothetical protein
OADMKDBD_01049	CDS	306	yybR		COG1733	putative HTH-type transcriptional regulator YybR
OADMKDBD_01050	CDS	948			COG0701	Putative two-component membrane permease complex subunit SMU_747c
OADMKDBD_01051	CDS	318				hypothetical protein
OADMKDBD_01052	CDS	423	arsC	1.20.4.4	COG0394	Arsenate reductase
OADMKDBD_01053	CDS	1044	acr3		COG0798	Arsenical-resistance protein Acr3
OADMKDBD_01054	CDS	351				hypothetical protein
OADMKDBD_01055	CDS	1425	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
OADMKDBD_01056	CDS	204	kdpA_1			Potassium-transporting ATPase potassium-binding subunit
OADMKDBD_01057	CDS	390	kdpA_2		COG2060	Potassium-transporting ATPase potassium-binding subunit
OADMKDBD_01058	CDS	453	kdpA_3		COG2060	Potassium-transporting ATPase potassium-binding subunit
OADMKDBD_01059	CDS	489	kdpA_4		COG2060	Potassium-transporting ATPase potassium-binding subunit
OADMKDBD_01060	CDS	858	kdpB_1	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
OADMKDBD_01061	CDS	237	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
OADMKDBD_01062	CDS	291	kdpB_3	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
OADMKDBD_01063	CDS	567	kdpB_4	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
OADMKDBD_01064	CDS	579	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
OADMKDBD_01065	CDS	1152	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
OADMKDBD_01066	CDS	645				hypothetical protein
OADMKDBD_01067	CDS	1974	uvrB		COG0556	UvrABC system protein B
OADMKDBD_01068	CDS	231				hypothetical protein
OADMKDBD_01069	CDS	243				hypothetical protein
OADMKDBD_01070	CDS	438				hypothetical protein
OADMKDBD_01071	CDS	1854	priA	3.6.4.-	COG1198	Primosomal protein N'
OADMKDBD_01072	CDS	1395				hypothetical protein
OADMKDBD_01073	CDS	1074	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
OADMKDBD_01074	CDS	699	flgH			Flagellar L-ring protein
OADMKDBD_01075	CDS	1503				hypothetical protein
OADMKDBD_01076	CDS	1191	ackA	2.7.2.1	COG0282	Acetate kinase
OADMKDBD_01077	CDS	243				hypothetical protein
OADMKDBD_01078	CDS	270				hypothetical protein
OADMKDBD_01079	CDS	3147				hypothetical protein
OADMKDBD_01080	CDS	492				hypothetical protein
OADMKDBD_01081	CDS	939				hypothetical protein
OADMKDBD_01082	CDS	933	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
OADMKDBD_01083	CDS	1341				hypothetical protein
OADMKDBD_01084	CDS	1800	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
OADMKDBD_01085	CDS	1575	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
OADMKDBD_01086	CDS	1383	argH	4.3.2.1	COG0165	Argininosuccinate lyase
OADMKDBD_01087	CDS	1104	ychF		COG0012	Ribosome-binding ATPase YchF
OADMKDBD_01088	CDS	1452	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
OADMKDBD_01089	CDS	597	yohD_1		COG0586	Inner membrane protein YohD
OADMKDBD_01090	CDS	549	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
