locus_tag	ftype	length_bp	gene	EC_number	COG	product
HBIEEPJE_02818	CDS	1026	mdtN		COG1566	Multidrug resistance protein MdtN
HBIEEPJE_02819	CDS	1011	mdtO		COG1289	Multidrug resistance protein MdtO
HBIEEPJE_02820	CDS	840				hypothetical protein
HBIEEPJE_02821	CDS	1449	cusC_1		COG1538	Cation efflux system protein CusC
HBIEEPJE_02822	CDS	300				hypothetical protein
HBIEEPJE_02823	CDS	1554	dtpT		COG3104	Di-/tripeptide transporter
HBIEEPJE_02824	CDS	423	arsC	1.20.4.1		Arsenate reductase
HBIEEPJE_02825	CDS	1293	arsB		COG1055	Arsenical pump membrane protein
HBIEEPJE_02826	CDS	330				hypothetical protein
HBIEEPJE_02827	CDS	294				hypothetical protein
HBIEEPJE_02828	CDS	573				hypothetical protein
HBIEEPJE_02829	CDS	276				hypothetical protein
HBIEEPJE_02830	CDS	900	pgrR_6			HTH-type transcriptional regulator PgrR
HBIEEPJE_02831	CDS	309				hypothetical protein
HBIEEPJE_02832	CDS	558	kefF_2	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
HBIEEPJE_02833	CDS	1020	yajO_5	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
HBIEEPJE_02834	CDS	804				hypothetical protein
HBIEEPJE_02835	CDS	930	nodD2_1			Nodulation protein D 2
HBIEEPJE_02836	CDS	1389	ribZ_1			Riboflavin transporter RibZ
HBIEEPJE_02837	tRNA	74				tRNA-Gly(ccc)
HBIEEPJE_02838	CDS	714	nlpD_1		COG0739	Murein hydrolase activator NlpD
HBIEEPJE_02839	CDS	900	catM_1			HTH-type transcriptional regulator CatM
HBIEEPJE_02840	CDS	1494	lpdC_1	4.1.1.59	COG0043	Gallate decarboxylase
HBIEEPJE_02841	CDS	579	ubiX_2	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
HBIEEPJE_02842	CDS	717	ydfK_2		COG1811	putative membrane protein YdfK
HBIEEPJE_02843	CDS	555	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
HBIEEPJE_02844	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
HBIEEPJE_02845	CDS	963	prfB		COG1186	Peptide chain release factor RF2
HBIEEPJE_02846	CDS	1161	recJ_1	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
HBIEEPJE_02847	CDS	528	recJ_2	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
HBIEEPJE_02848	CDS	714	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
HBIEEPJE_02849	CDS	900	xerD_1		COG4974	Tyrosine recombinase XerD
HBIEEPJE_02850	CDS	522	fldB		COG0716	Flavodoxin 2
HBIEEPJE_02851	CDS	411	ygfX			Inner membrane protein YgfX
HBIEEPJE_02852	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
HBIEEPJE_02853	CDS	984	ygfZ		COG0354	tRNA-modifying protein YgfZ
HBIEEPJE_02854	CDS	660				hypothetical protein
HBIEEPJE_02855	CDS	312				hypothetical protein
HBIEEPJE_02856	CDS	729	glvR		COG1737	HTH-type transcriptional regulator GlvR
HBIEEPJE_02857	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
HBIEEPJE_02858	CDS	360				hypothetical protein
HBIEEPJE_02859	CDS	2010	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
HBIEEPJE_02860	CDS	612				hypothetical protein
HBIEEPJE_02861	CDS	504	resA_2			Thiol-disulfide oxidoreductase ResA
HBIEEPJE_02862	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
HBIEEPJE_02863	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
HBIEEPJE_02864	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
HBIEEPJE_02865	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
HBIEEPJE_02866	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
HBIEEPJE_02867	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
HBIEEPJE_02868	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
HBIEEPJE_02869	CDS	585				hypothetical protein
HBIEEPJE_02870	CDS	330	zapA		COG3027	Cell division protein ZapA
HBIEEPJE_02871	CDS	597	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
HBIEEPJE_02872	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
HBIEEPJE_02873	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
HBIEEPJE_02874	CDS	894	argP_2		COG0583	HTH-type transcriptional regulator ArgP
HBIEEPJE_02875	CDS	768			COG2968	26 kDa periplasmic immunogenic protein
HBIEEPJE_02876	CDS	636	argO		COG1279	Arginine exporter protein ArgO
HBIEEPJE_02877	CDS	858	mscS		COG0668	Small-conductance mechanosensitive channel
HBIEEPJE_02878	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
HBIEEPJE_02879	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
HBIEEPJE_02880	CDS	1029	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
HBIEEPJE_02881	CDS	996	tktA_1	2.2.1.1	COG0021	Transketolase 1
HBIEEPJE_02882	CDS	792	moaF			Protein MoaF
HBIEEPJE_02883	CDS	777	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HBIEEPJE_02884	CDS	1734	atsA	3.1.6.1	COG3119	Arylsulfatase
HBIEEPJE_02885	CDS	1188	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
HBIEEPJE_02886	CDS	684	malT_1			HTH-type transcriptional regulator MalT
HBIEEPJE_02887	CDS	1173				hypothetical protein
HBIEEPJE_02888	CDS	1116		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
HBIEEPJE_02889	CDS	303				hypothetical protein
HBIEEPJE_02890	CDS	363	higA		COG5499	Antitoxin HigA
HBIEEPJE_02891	CDS	543				hypothetical protein
HBIEEPJE_02892	CDS	1500	steT		COG0531	Serine/threonine exchanger SteT
HBIEEPJE_02893	CDS	366				hypothetical protein
HBIEEPJE_02894	CDS	1302	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
HBIEEPJE_02895	CDS	1053	feaB_1	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
HBIEEPJE_02896	CDS	1083	yncE_2		COG3391	putative protein YncE
HBIEEPJE_02897	CDS	2199	fcuA			Ferrichrome receptor FcuA
HBIEEPJE_02898	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
HBIEEPJE_02899	CDS	1242	yegT			Putative nucleoside transporter YegT
HBIEEPJE_02900	CDS	1023	iolE_3	4.2.1.44		Inosose dehydratase
HBIEEPJE_02901	CDS	1152	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
HBIEEPJE_02902	CDS	417				hypothetical protein
HBIEEPJE_02903	CDS	981	rbsR_4		COG1609	Ribose operon repressor
HBIEEPJE_02904	CDS	1245	ybdG_1		COG0668	Miniconductance mechanosensitive channel YbdG
HBIEEPJE_02905	CDS	1428	jefA_1			Drug efflux pump JefA
HBIEEPJE_02906	CDS	564				hypothetical protein
HBIEEPJE_02907	CDS	1887				hypothetical protein
HBIEEPJE_02908	CDS	1032	hemS		COG3720	Hemin transport protein HemS
HBIEEPJE_02909	CDS	819	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
HBIEEPJE_02910	CDS	996	hmuU_2		COG0609	Hemin transport system permease protein HmuU
HBIEEPJE_02911	CDS	780	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
HBIEEPJE_02912	CDS	507	hcpA_2		COG3157	Major exported protein
HBIEEPJE_02913	CDS	333				hypothetical protein
HBIEEPJE_02914	CDS	1032				IS630 family transposase ISEc33
HBIEEPJE_02915	CDS	549				hypothetical protein
HBIEEPJE_02916	CDS	1035		1.3.1.103		2-haloacrylate reductase
HBIEEPJE_02917	CDS	1176	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
HBIEEPJE_02918	CDS	807	metQ_2		COG1464	putative D-methionine-binding lipoprotein MetQ
HBIEEPJE_02919	CDS	1014	metN_3	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
HBIEEPJE_02920	CDS	669	metI_2		COG2011	D-methionine transport system permease protein MetI
HBIEEPJE_02921	CDS	1200	tyrB_1	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
HBIEEPJE_02922	CDS	615				hypothetical protein
HBIEEPJE_02923	CDS	480	lrp_2		COG1522	Leucine-responsive regulatory protein
HBIEEPJE_02924	CDS	1380	aroP_1		COG1113	Aromatic amino acid transport protein AroP
HBIEEPJE_02925	CDS	750				hypothetical protein
HBIEEPJE_02926	CDS	195				hypothetical protein
HBIEEPJE_02927	CDS	1119	ydgJ_2	1.-.-.-	COG0673	putative oxidoreductase YdgJ
HBIEEPJE_02928	CDS	744	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
HBIEEPJE_02929	CDS	984	zntB_2		COG0598	Zinc transport protein ZntB
HBIEEPJE_02930	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
HBIEEPJE_02931	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
HBIEEPJE_02932	CDS	435	uspF		COG0589	Universal stress protein F
HBIEEPJE_02933	CDS	213				hypothetical protein
HBIEEPJE_02934	CDS	1125	ompN_1		COG3203	Outer membrane porin N
HBIEEPJE_02935	CDS	3528	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
HBIEEPJE_02936	CDS	264				hypothetical protein
HBIEEPJE_02937	CDS	441	hslJ		COG3187	Heat shock protein HslJ
HBIEEPJE_02938	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
HBIEEPJE_02939	CDS	501	yabI		COG0586	Inner membrane protein YabI
HBIEEPJE_02940	CDS	2640				hypothetical protein
HBIEEPJE_02941	CDS	186				hypothetical protein
HBIEEPJE_02942	CDS	324				hypothetical protein
HBIEEPJE_02943	CDS	903	feaR		COG2207	Transcriptional activator FeaR
HBIEEPJE_02944	CDS	1500	feaB_2	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
HBIEEPJE_02945	CDS	891		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
HBIEEPJE_02946	CDS	918				hypothetical protein
HBIEEPJE_02947	CDS	2268	maoA	1.4.3.21	COG3733	Primary amine oxidase
HBIEEPJE_02948	CDS	954				hypothetical protein
HBIEEPJE_02949	CDS	903				hypothetical protein
HBIEEPJE_02950	CDS	768	glnH_2		COG0834	Glutamine-binding periplasmic protein
HBIEEPJE_02951	CDS	765	artQ_1		COG0765	Arginine transport system permease protein ArtQ
HBIEEPJE_02952	CDS	723	glnQ_5			Glutamine transport ATP-binding protein GlnQ
HBIEEPJE_02953	CDS	615				hypothetical protein
HBIEEPJE_02954	CDS	393				hypothetical protein
HBIEEPJE_02955	CDS	1233	mdtM_2			Multidrug resistance protein MdtM
HBIEEPJE_02956	CDS	435				hypothetical protein
HBIEEPJE_02957	CDS	1200	ycaD_2			putative MFS-type transporter YcaD
HBIEEPJE_02958	CDS	1158	hipO_3	3.5.1.32	COG1473	Hippurate hydrolase
HBIEEPJE_02959	CDS	2151	fdhF_3	1.17.1.9	COG0243	Formate dehydrogenase H
HBIEEPJE_02960	CDS	1080	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
HBIEEPJE_02961	CDS	1089				hypothetical protein
HBIEEPJE_02962	CDS	1770				hypothetical protein
HBIEEPJE_02963	CDS	1071	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
	repeat_region	578				
HBIEEPJE_02964	CDS	2616				hypothetical protein
HBIEEPJE_02965	CDS	1524				hypothetical protein
HBIEEPJE_02966	CDS	567				hypothetical protein
HBIEEPJE_02967	CDS	648	cse3	3.1.-.-		CRISPR-associated endoribonuclease Cse3
HBIEEPJE_02968	CDS	1035	casC			CRISPR system Cascade subunit CasC
HBIEEPJE_02969	CDS	717				hypothetical protein
HBIEEPJE_02970	CDS	876	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
HBIEEPJE_02971	CDS	288				hypothetical protein
	repeat_region	708				
HBIEEPJE_02972	CDS	1116				hypothetical protein
HBIEEPJE_02973	CDS	684				hypothetical protein
HBIEEPJE_02974	CDS	372				hypothetical protein
HBIEEPJE_02975	CDS	756		1.1.99.3		Gluconate 2-dehydrogenase subunit 3
HBIEEPJE_02976	CDS	1785		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
HBIEEPJE_02977	CDS	1338		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
HBIEEPJE_02978	CDS	1017	galR_2		COG1609	HTH-type transcriptional regulator GalR
HBIEEPJE_02979	CDS	2160	aas		COG0204	Bifunctional protein Aas
HBIEEPJE_02980	CDS	1194	lplT			Lysophospholipid transporter LplT
HBIEEPJE_02981	CDS	1041	tas		COG0667	Protein tas
HBIEEPJE_02982	CDS	219	ygdR_4			putative lipoprotein YgdR
HBIEEPJE_02983	CDS	714				hypothetical protein
HBIEEPJE_02984	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
HBIEEPJE_02985	CDS	531	rppH_2	3.6.1.-	COG0494	RNA pyrophosphohydrolase
HBIEEPJE_02986	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
HBIEEPJE_02987	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HBIEEPJE_02988	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
HBIEEPJE_02989	CDS	552				hypothetical protein
HBIEEPJE_02990	CDS	558				hypothetical protein
HBIEEPJE_02991	CDS	408				hypothetical protein
HBIEEPJE_02992	CDS	324				hypothetical protein
HBIEEPJE_02993	CDS	3378	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
HBIEEPJE_02994	CDS	2886	ptrA	3.4.24.55	COG1025	Protease 3
HBIEEPJE_02995	CDS	3537	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
HBIEEPJE_02996	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
HBIEEPJE_02997	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
HBIEEPJE_02998	CDS	927	coaA	2.7.1.33		Pantothenate kinase
HBIEEPJE_02999	tRNA	76				tRNA-Thr(tgt)
HBIEEPJE_03000	tRNA	85				tRNA-Tyr(gta)
HBIEEPJE_03001	tRNA	75				tRNA-Gly(tcc)
HBIEEPJE_03002	tRNA	76				tRNA-Thr(ggt)
HBIEEPJE_03003	CDS	1110				hypothetical protein
HBIEEPJE_03004	CDS	450				hypothetical protein
HBIEEPJE_03005	CDS	693	seqA			Negative modulator of initiation of replication
HBIEEPJE_03006	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
HBIEEPJE_03007	CDS	438				hypothetical protein
HBIEEPJE_03008	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
HBIEEPJE_03009	CDS	1581	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
HBIEEPJE_03010	CDS	576	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
HBIEEPJE_03011	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
HBIEEPJE_03012	CDS	1680	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
HBIEEPJE_03013	CDS	207				hypothetical protein
HBIEEPJE_03014	CDS	1443	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
HBIEEPJE_03015	CDS	1479	dtpD		COG3104	Dipeptide permease D
HBIEEPJE_03016	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
HBIEEPJE_03017	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
HBIEEPJE_03018	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
HBIEEPJE_03019	CDS	744	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
HBIEEPJE_03020	CDS	726				hypothetical protein
HBIEEPJE_03021	CDS	996				hypothetical protein
HBIEEPJE_03022	CDS	645	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
HBIEEPJE_03023	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
HBIEEPJE_03024	CDS	1284	gltA_1	2.3.3.16	COG0372	Citrate synthase
HBIEEPJE_03025	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
HBIEEPJE_03026	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
HBIEEPJE_03027	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
HBIEEPJE_03028	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
HBIEEPJE_03029	CDS	2808	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
HBIEEPJE_03030	CDS	1227	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
HBIEEPJE_03031	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
HBIEEPJE_03032	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
HBIEEPJE_03033	CDS	1569	cydA_2	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
HBIEEPJE_03034	CDS	1140	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
HBIEEPJE_03035	CDS	117	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
HBIEEPJE_03036	CDS	291				hypothetical protein
HBIEEPJE_03037	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
HBIEEPJE_03038	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
HBIEEPJE_03039	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
HBIEEPJE_03040	rRNA	83				5S ribosomal RNA (partial)
HBIEEPJE_03041	tRNA	76				tRNA-Thr(ggt)
HBIEEPJE_03042	rRNA	110				5S ribosomal RNA
HBIEEPJE_03043	CDS	222				hypothetical protein
HBIEEPJE_03044	CDS	3111	acrF_1		COG0841	Multidrug export protein AcrF
HBIEEPJE_03045	CDS	1140	acrE			Multidrug export protein AcrE
HBIEEPJE_03046	CDS	651	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
HBIEEPJE_03047	CDS	297	fis		COG2901	DNA-binding protein Fis
HBIEEPJE_03048	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
HBIEEPJE_03049	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
HBIEEPJE_03050	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
HBIEEPJE_03051	CDS	243	yhdT		COG3924	putative membrane protein YhdT
HBIEEPJE_03052	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
HBIEEPJE_03053	CDS	468	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
HBIEEPJE_03054	CDS	453	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
HBIEEPJE_03055	CDS	609	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
HBIEEPJE_03056	CDS	1002	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
HBIEEPJE_03057	CDS	1941	csrD			RNase E specificity factor CsrD
HBIEEPJE_03058	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
HBIEEPJE_03059	CDS	993	mreC		COG1792	Cell shape-determining protein MreC
HBIEEPJE_03060	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
HBIEEPJE_03061	CDS	582	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
HBIEEPJE_03062	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
HBIEEPJE_03063	CDS	3798				hypothetical protein
HBIEEPJE_03064	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
HBIEEPJE_03065	CDS	930	dmlR_12			HTH-type transcriptional regulator DmlR
HBIEEPJE_03066	CDS	204	aaeX			Protein AaeX
HBIEEPJE_03067	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
HBIEEPJE_03068	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
HBIEEPJE_03069	CDS	276	yhcO		COG2732	putative protein YhcO
HBIEEPJE_03070	CDS	267				hypothetical protein
HBIEEPJE_03071	CDS	264				hypothetical protein
HBIEEPJE_03072	CDS	471	argR		COG1438	Arginine repressor
HBIEEPJE_03073	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
HBIEEPJE_03074	CDS	630				hypothetical protein
HBIEEPJE_03075	CDS	666				hypothetical protein
HBIEEPJE_03076	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
HBIEEPJE_03077	CDS	900	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
HBIEEPJE_03078	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
HBIEEPJE_03079	CDS	252	oadG	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
HBIEEPJE_03080	CDS	1767	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
HBIEEPJE_03081	CDS	1302	oadB	7.2.4.2	COG1883	Oxaloacetate decarboxylase beta chain
HBIEEPJE_03082	CDS	711	citG	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
HBIEEPJE_03083	CDS	1059	degS	3.4.21.107	COG0265	Serine endoprotease DegS
HBIEEPJE_03084	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
HBIEEPJE_03085	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
HBIEEPJE_03086	CDS	1128	zapE_2		COG1485	Cell division protein ZapE
HBIEEPJE_03087	CDS	429	rplM		COG0102	50S ribosomal protein L13
HBIEEPJE_03088	CDS	393	rpsI		COG0103	30S ribosomal protein S9
HBIEEPJE_03089	CDS	639	sspA		COG0625	Stringent starvation protein A
HBIEEPJE_03090	CDS	495	sspB		COG2969	Stringent starvation protein B
HBIEEPJE_03091	CDS	705	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
HBIEEPJE_03092	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
HBIEEPJE_03093	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
HBIEEPJE_03094	CDS	933				hypothetical protein
HBIEEPJE_03095	CDS	1284	exuT_3			Hexuronate transporter
HBIEEPJE_03096	CDS	1017	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
HBIEEPJE_03097	CDS	1065	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
HBIEEPJE_03098	CDS	2340	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
HBIEEPJE_03099	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
HBIEEPJE_03100	CDS	726	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
HBIEEPJE_03101	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
HBIEEPJE_03102	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
HBIEEPJE_03103	CDS	489	ptsN		COG1762	Nitrogen regulatory protein
HBIEEPJE_03104	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
HBIEEPJE_03105	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
HBIEEPJE_03106	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HBIEEPJE_03107	CDS	546	lptA		COG1934	Lipopolysaccharide export system protein LptA
HBIEEPJE_03108	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
HBIEEPJE_03109	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
HBIEEPJE_03110	CDS	1005	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
HBIEEPJE_03111	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
HBIEEPJE_03112	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
HBIEEPJE_03113	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
HBIEEPJE_03114	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
HBIEEPJE_03115	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
HBIEEPJE_03116	CDS	288	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
HBIEEPJE_03117	CDS	255	ibaG		COG5007	Acid stress protein IbaG
HBIEEPJE_03118	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HBIEEPJE_03119	CDS	273				hypothetical protein
HBIEEPJE_03120	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
HBIEEPJE_03121	CDS	312	rplU		COG0261	50S ribosomal protein L21
HBIEEPJE_03122	CDS	258	rpmA		COG0211	50S ribosomal protein L27
HBIEEPJE_03123	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
HBIEEPJE_03124	CDS	1179	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
HBIEEPJE_03125	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
HBIEEPJE_03126	CDS	477	greA		COG0782	Transcription elongation factor GreA
HBIEEPJE_03127	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
HBIEEPJE_03128	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
HBIEEPJE_03129	CDS	1944	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
HBIEEPJE_03130	CDS	849	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
HBIEEPJE_03131	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
HBIEEPJE_03132	CDS	330	secG		COG1314	Protein-export membrane protein SecG
HBIEEPJE_03133	tRNA	87				tRNA-Leu(gag)
HBIEEPJE_03134	CDS	402				hypothetical protein
HBIEEPJE_03135	CDS	552				hypothetical protein
HBIEEPJE_03136	CDS	630	iprA_3			Inhibitor of hydrogen peroxide resistance
HBIEEPJE_03137	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
HBIEEPJE_03138	tRNA	77				tRNA-Met(cat)
HBIEEPJE_03139	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
HBIEEPJE_03140	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
HBIEEPJE_03141	CDS	2691	infB		COG0532	Translation initiation factor IF-2
