locus_tag	ftype	length_bp	gene	EC_number	COG	product
NHCOAJIK_02328	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NHCOAJIK_02329	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
NHCOAJIK_02330	CDS	2574	clpB		COG0542	Chaperone protein ClpB
NHCOAJIK_02331	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
NHCOAJIK_02332	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
NHCOAJIK_02333	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
NHCOAJIK_02334	CDS	360	yijD			Inner membrane protein YijD
NHCOAJIK_02335	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
NHCOAJIK_02336	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
NHCOAJIK_02337	CDS	918	oxyR_3			Hydrogen peroxide-inducible genes activator
NHCOAJIK_02338	CDS	1377	argH	4.3.2.1	COG0165	Argininosuccinate lyase
NHCOAJIK_02339	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
NHCOAJIK_02340	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
NHCOAJIK_02341	CDS	1152	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
NHCOAJIK_02342	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
NHCOAJIK_02343	CDS	1734	cptA	2.7.-.-	COG2194	Phosphoethanolamine transferase CptA
NHCOAJIK_02344	CDS	450				hypothetical protein
NHCOAJIK_02345	CDS	297	araC_1			Arabinose operon regulatory protein
NHCOAJIK_02346	CDS	354	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
NHCOAJIK_02347	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
NHCOAJIK_02348	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
NHCOAJIK_02349	CDS	321	fryB	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
NHCOAJIK_02350	CDS	1080	manP		COG1299	PTS system mannose-specific EIIBCA component
NHCOAJIK_02351	CDS	2502	fryA		COG1080	Multiphosphoryl transfer protein 1
NHCOAJIK_02352	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
NHCOAJIK_02353	CDS	1104	gldA_2	1.1.1.6	COG0371	Glycerol dehydrogenase
NHCOAJIK_02354	CDS	624				hypothetical protein
NHCOAJIK_02355	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
NHCOAJIK_02356	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
NHCOAJIK_02357	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
NHCOAJIK_02358	CDS	1125				hypothetical protein
NHCOAJIK_02359	CDS	999				hypothetical protein
NHCOAJIK_02360	CDS	858	mscS_1		COG0668	Small-conductance mechanosensitive channel
NHCOAJIK_02361	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
NHCOAJIK_02362	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
NHCOAJIK_02363	CDS	318	metJ		COG3060	Met repressor
NHCOAJIK_02364	CDS	1791	assT_4	2.8.2.22		Arylsulfate sulfotransferase AssT
NHCOAJIK_02365	CDS	663				hypothetical protein
NHCOAJIK_02366	CDS	213	rpmE		COG0254	50S ribosomal protein L31
NHCOAJIK_02367	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
NHCOAJIK_02368	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
NHCOAJIK_02369	CDS	882	ftsN		COG3087	Cell division protein FtsN
NHCOAJIK_02370	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
NHCOAJIK_02371	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
NHCOAJIK_02372	CDS	930	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
NHCOAJIK_02373	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
NHCOAJIK_02374	CDS	240	zapB		COG3074	Cell division protein ZapB
NHCOAJIK_02375	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
NHCOAJIK_02376	CDS	1509	glpK_2	2.7.1.30	COG0554	Glycerol kinase
NHCOAJIK_02377	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
NHCOAJIK_02378	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
NHCOAJIK_02379	CDS	429				hypothetical protein
NHCOAJIK_02380	CDS	597				hypothetical protein
NHCOAJIK_02381	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
NHCOAJIK_02382	CDS	765	lsrE	5.1.3.-	COG0036	Putative epimerase LsrE
NHCOAJIK_02383	CDS	330	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
NHCOAJIK_02384	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
NHCOAJIK_02385	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
NHCOAJIK_02386	CDS	999	lsrD			Autoinducer 2 import system permease protein LsrD
NHCOAJIK_02387	CDS	1044	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
NHCOAJIK_02388	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
NHCOAJIK_02389	CDS	960	lsrR		COG2390	Transcriptional regulator LsrR
NHCOAJIK_02390	CDS	1593	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
NHCOAJIK_02391	CDS	351				hypothetical protein
NHCOAJIK_02392	CDS	165				hypothetical protein
NHCOAJIK_02393	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
NHCOAJIK_02394	CDS	1041				hypothetical protein
NHCOAJIK_02395	CDS	960	scrK	2.7.1.4	COG0524	Fructokinase
NHCOAJIK_02396	CDS	1335	yagG		COG2211	Putative glycoside/cation symporter YagG
NHCOAJIK_02397	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
NHCOAJIK_02398	CDS	990	sbp		COG1613	Sulfate-binding protein
NHCOAJIK_02399	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
NHCOAJIK_02400	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
NHCOAJIK_02401	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
NHCOAJIK_02402	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
NHCOAJIK_02403	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
NHCOAJIK_02404	CDS	396				hypothetical protein
NHCOAJIK_02405	CDS	690	yiiM		COG2258	Protein YiiM
NHCOAJIK_02406	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
NHCOAJIK_02407	CDS	984			COG1638	Solute-binding protein
NHCOAJIK_02408	CDS	516				hypothetical protein
NHCOAJIK_02409	CDS	1308	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
NHCOAJIK_02410	CDS	672	kdgM_2			Oligogalacturonate-specific porin KdgM
NHCOAJIK_02411	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
NHCOAJIK_02412	CDS	849	rhaR_4			HTH-type transcriptional activator RhaR
NHCOAJIK_02413	CDS	489	rhaS_1			HTH-type transcriptional activator RhaS
NHCOAJIK_02414	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
NHCOAJIK_02415	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
NHCOAJIK_02416	CDS	828	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
NHCOAJIK_02417	CDS	1149	mdh_3	1.1.1.244		NAD-dependent methanol dehydrogenase
NHCOAJIK_02418	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
NHCOAJIK_02419	CDS	549	sutR_1		COG1396	HTH-type transcriptional regulator SutR
NHCOAJIK_02420	CDS	660				hypothetical protein
NHCOAJIK_02421	CDS	324				hypothetical protein
NHCOAJIK_02422	CDS	1101				hypothetical protein
NHCOAJIK_02423	CDS	1032				hypothetical protein
NHCOAJIK_02424	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
NHCOAJIK_02425	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
NHCOAJIK_02426	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
NHCOAJIK_02427	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
NHCOAJIK_02428	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
NHCOAJIK_02429	CDS	930	fdhE		COG3058	Protein FdhE
NHCOAJIK_02430	CDS	291				hypothetical protein
NHCOAJIK_02431	CDS	312	higB-2		COG2026	Toxin HigB-2
NHCOAJIK_02432	CDS	930	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
NHCOAJIK_02433	CDS	312	higB	3.1.-.-	COG4680	mRNA interferase HigB
NHCOAJIK_02434	CDS	447	higA		COG5499	Antitoxin HigA
NHCOAJIK_02435	CDS	942				hypothetical protein
NHCOAJIK_02436	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
NHCOAJIK_02437	CDS	780				hypothetical protein
NHCOAJIK_02438	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
NHCOAJIK_02439	CDS	804	csqR		COG1349	HTH-type transcriptional repressor CsqR
NHCOAJIK_02440	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
NHCOAJIK_02441	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
NHCOAJIK_02442	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
NHCOAJIK_02443	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
NHCOAJIK_02444	CDS	843	yihR		COG2017	putative protein YihR
NHCOAJIK_02445	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
NHCOAJIK_02446	CDS	1383	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
NHCOAJIK_02447	CDS	1422	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
NHCOAJIK_02448	CDS	693	ompL			Porin OmpL
NHCOAJIK_02449	CDS	849				hypothetical protein
NHCOAJIK_02450	CDS	1026				hypothetical protein
NHCOAJIK_02451	CDS	876				hypothetical protein
NHCOAJIK_02452	CDS	1242	hemW_1		COG0635	Heme chaperone HemW
NHCOAJIK_02453	CDS	879				hypothetical protein
NHCOAJIK_02454	CDS	735	ybhA_1	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
NHCOAJIK_02455	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
NHCOAJIK_02456	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
NHCOAJIK_02457	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
NHCOAJIK_02458	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
NHCOAJIK_02459	CDS	111	yshB			putative protein YshB
NHCOAJIK_02460	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
NHCOAJIK_02461	CDS	516	yihI		COG3078	Der GTPase-activating protein YihI
NHCOAJIK_02462	CDS	198				hypothetical protein
NHCOAJIK_02463	CDS	633	engB		COG0218	putative GTP-binding protein EngB
NHCOAJIK_02464	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
NHCOAJIK_02465	CDS	909	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
NHCOAJIK_02466	CDS	624	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
NHCOAJIK_02467	CDS	987	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
NHCOAJIK_02468	CDS	270	yihD		COG3084	Protein YihD
NHCOAJIK_02469	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
NHCOAJIK_02470	CDS	531	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
NHCOAJIK_02471	rRNA	78				5S ribosomal RNA (partial)
NHCOAJIK_02472	rRNA	83				5S ribosomal RNA (partial)
NHCOAJIK_02473	tRNA	77				tRNA-Asp(gtc)
NHCOAJIK_02474	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
NHCOAJIK_02475	CDS	915	dmlR_4			HTH-type transcriptional regulator DmlR
NHCOAJIK_02476	CDS	1176	ydhP		COG2814	Inner membrane transport protein YdhP
NHCOAJIK_02477	CDS	801				hypothetical protein
NHCOAJIK_02478	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
NHCOAJIK_02479	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
NHCOAJIK_02480	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
NHCOAJIK_02481	CDS	723				hypothetical protein
NHCOAJIK_02482	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
NHCOAJIK_02483	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
NHCOAJIK_02484	tRNA	77				tRNA-Asp(gtc)
NHCOAJIK_02485	CDS	1056				hypothetical protein
NHCOAJIK_02486	CDS	996				hypothetical protein
NHCOAJIK_02487	CDS	1884				hypothetical protein
NHCOAJIK_02488	CDS	495				hypothetical protein
NHCOAJIK_02489	CDS	825				hypothetical protein
NHCOAJIK_02490	CDS	903				hypothetical protein
NHCOAJIK_02491	CDS	2640	clpV1		COG0542	Protein ClpV1
NHCOAJIK_02492	CDS	543				hypothetical protein
NHCOAJIK_02493	CDS	1494				hypothetical protein
NHCOAJIK_02494	CDS	447				hypothetical protein
NHCOAJIK_02495	CDS	486	hcp1_1		COG3157	Protein hcp1
NHCOAJIK_02496	CDS	486				hypothetical protein
NHCOAJIK_02497	CDS	372				hypothetical protein
NHCOAJIK_02498	CDS	486	hcp1_2		COG3157	Protein hcp1
NHCOAJIK_02499	CDS	537				hypothetical protein
NHCOAJIK_02500	CDS	1344				hypothetical protein
NHCOAJIK_02501	CDS	1299	pal_2			Peptidoglycan-associated lipoprotein
NHCOAJIK_02502	CDS	774				hypothetical protein
NHCOAJIK_02503	CDS	357				hypothetical protein
NHCOAJIK_02504	CDS	3870				hypothetical protein
NHCOAJIK_02505	CDS	789				hypothetical protein
NHCOAJIK_02506	CDS	387				hypothetical protein
NHCOAJIK_02507	CDS	519				hypothetical protein
NHCOAJIK_02508	CDS	2190				hypothetical protein
NHCOAJIK_02509	CDS	447				hypothetical protein
NHCOAJIK_02510	CDS	4095	rhsB	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
NHCOAJIK_02511	CDS	264				hypothetical protein
NHCOAJIK_02512	CDS	774				hypothetical protein
NHCOAJIK_02513	CDS	447				hypothetical protein
NHCOAJIK_02514	CDS	138				hypothetical protein
NHCOAJIK_02515	CDS	438				hypothetical protein
NHCOAJIK_02516	CDS	276	symE_2	3.1.-.-		Endoribonuclease SymE
NHCOAJIK_02517	CDS	252				hypothetical protein
NHCOAJIK_02518	CDS	159				hypothetical protein
NHCOAJIK_02519	CDS	198				hypothetical protein
NHCOAJIK_02520	CDS	282				IS3 family transposase IS1351
NHCOAJIK_02521	CDS	501				hypothetical protein
NHCOAJIK_02522	CDS	714	caf1M		COG3121	Chaperone protein caf1M
NHCOAJIK_02523	CDS	2511	caf1A		COG3188	F1 capsule-anchoring protein
NHCOAJIK_02524	CDS	471				hypothetical protein
NHCOAJIK_02525	CDS	822				hypothetical protein
NHCOAJIK_02526	CDS	612				hypothetical protein
NHCOAJIK_02527	CDS	948	dmlR_5			HTH-type transcriptional regulator DmlR
NHCOAJIK_02528	CDS	720	pagN		COG3637	Outer membrane protein PagN
NHCOAJIK_02529	CDS	408				hypothetical protein
NHCOAJIK_02530	CDS	768	yafV	3.5.1.3		Omega-amidase YafV
NHCOAJIK_02531	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
NHCOAJIK_02532	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
NHCOAJIK_02533	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
NHCOAJIK_02534	CDS	741				hypothetical protein
NHCOAJIK_02535	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
NHCOAJIK_02536	CDS	975	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
NHCOAJIK_02537	CDS	162				hypothetical protein
NHCOAJIK_02538	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
NHCOAJIK_02539	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
NHCOAJIK_02540	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
NHCOAJIK_02541	CDS	1245				hypothetical protein
NHCOAJIK_02542	CDS	402	crl			Sigma factor-binding protein Crl
NHCOAJIK_02543	CDS	1053	phoE		COG3203	Outer membrane porin PhoE
NHCOAJIK_02544	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
NHCOAJIK_02545	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
NHCOAJIK_02546	tRNA	76				tRNA-Thr(cgt)
NHCOAJIK_02547	CDS	1164	xerD_1			Tyrosine recombinase XerD
NHCOAJIK_02548	CDS	138				hypothetical protein
NHCOAJIK_02549	CDS	396				hypothetical protein
NHCOAJIK_02550	CDS	474				hypothetical protein
NHCOAJIK_02551	CDS	450				hypothetical protein
NHCOAJIK_02552	CDS	300				hypothetical protein
NHCOAJIK_02553	CDS	399				hypothetical protein
NHCOAJIK_02554	CDS	294				hypothetical protein
NHCOAJIK_02555	CDS	285				hypothetical protein
NHCOAJIK_02556	CDS	708				hypothetical protein
NHCOAJIK_02557	CDS	144				hypothetical protein
NHCOAJIK_02558	CDS	189				hypothetical protein
NHCOAJIK_02559	CDS	126				hypothetical protein
NHCOAJIK_02560	CDS	291				hypothetical protein
NHCOAJIK_02561	CDS	243				hypothetical protein
NHCOAJIK_02562	CDS	201				hypothetical protein
NHCOAJIK_02563	CDS	579				hypothetical protein
NHCOAJIK_02564	CDS	303				hypothetical protein
NHCOAJIK_02565	CDS	360			COG1974	putative HTH-type transcriptional regulator
NHCOAJIK_02566	CDS	186				hypothetical protein
NHCOAJIK_02567	CDS	279				hypothetical protein
NHCOAJIK_02568	CDS	147				hypothetical protein
NHCOAJIK_02569	CDS	816				hypothetical protein
NHCOAJIK_02570	CDS	1377	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
NHCOAJIK_02571	CDS	438				hypothetical protein
NHCOAJIK_02572	CDS	333				hypothetical protein
NHCOAJIK_02573	CDS	177				hypothetical protein
NHCOAJIK_02574	CDS	612				hypothetical protein
NHCOAJIK_02575	CDS	225				hypothetical protein
NHCOAJIK_02576	CDS	204				hypothetical protein
NHCOAJIK_02577	CDS	180				hypothetical protein
NHCOAJIK_02578	CDS	624				hypothetical protein
NHCOAJIK_02579	CDS	519				hypothetical protein
NHCOAJIK_02580	CDS	327				hypothetical protein
NHCOAJIK_02581	CDS	438	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
NHCOAJIK_02582	CDS	471				hypothetical protein
NHCOAJIK_02583	CDS	522				hypothetical protein
NHCOAJIK_02584	CDS	243				hypothetical protein
NHCOAJIK_02585	CDS	390				hypothetical protein
NHCOAJIK_02586	CDS	405				hypothetical protein
NHCOAJIK_02587	CDS	489				hypothetical protein
NHCOAJIK_02588	CDS	1500				hypothetical protein
NHCOAJIK_02589	CDS	2178				hypothetical protein
NHCOAJIK_02590	CDS	912				hypothetical protein
NHCOAJIK_02591	CDS	1293				hypothetical protein
NHCOAJIK_02592	CDS	210				hypothetical protein
NHCOAJIK_02593	CDS	501				hypothetical protein
NHCOAJIK_02594	CDS	1419				hypothetical protein
NHCOAJIK_02595	CDS	639				hypothetical protein
NHCOAJIK_02596	CDS	456				hypothetical protein
NHCOAJIK_02597	CDS	690				hypothetical protein
NHCOAJIK_02598	CDS	1416				hypothetical protein
NHCOAJIK_02599	CDS	1830				hypothetical protein
NHCOAJIK_02600	CDS	330				hypothetical protein
NHCOAJIK_02601	CDS	366				hypothetical protein
NHCOAJIK_02602	CDS	252				hypothetical protein
NHCOAJIK_02603	CDS	225				hypothetical protein
NHCOAJIK_02604	CDS	903				hypothetical protein
NHCOAJIK_02605	CDS	1968				hypothetical protein
NHCOAJIK_02606	CDS	1923				hypothetical protein
NHCOAJIK_02607	CDS	303				hypothetical protein
NHCOAJIK_02608	CDS	345	ddrA_1			Diol dehydratase-reactivating factor alpha subunit
NHCOAJIK_02609	CDS	417	ddrA_2			Diol dehydratase-reactivating factor alpha subunit
NHCOAJIK_02610	CDS	300				hypothetical protein
NHCOAJIK_02611	CDS	1233	ynfM_1			Inner membrane transport protein YnfM
NHCOAJIK_02612	CDS	1422	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
NHCOAJIK_02613	CDS	627	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
NHCOAJIK_02614	CDS	879				hypothetical protein
NHCOAJIK_02615	CDS	915	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
NHCOAJIK_02616	CDS	522	dmlR_6			HTH-type transcriptional regulator DmlR
NHCOAJIK_02617	CDS	465	dmlR_7			HTH-type transcriptional regulator DmlR
NHCOAJIK_02618	CDS	273				hypothetical protein
NHCOAJIK_02619	CDS	399				hypothetical protein
NHCOAJIK_02620	CDS	759	fimC_1			Chaperone protein FimC
NHCOAJIK_02621	CDS	1326				hypothetical protein
NHCOAJIK_02622	CDS	2568	fimD_2		COG3188	Outer membrane usher protein FimD
NHCOAJIK_02623	CDS	762	yadV			putative fimbrial chaperone YadV
NHCOAJIK_02624	CDS	537	sfaA			S-fimbrial protein subunit SfaA
NHCOAJIK_02625	CDS	735				hypothetical protein
NHCOAJIK_02626	CDS	501				hypothetical protein
NHCOAJIK_02627	CDS	1575	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
NHCOAJIK_02628	CDS	744				hypothetical protein
NHCOAJIK_02629	CDS	489				hypothetical protein
NHCOAJIK_02630	CDS	198				hypothetical protein
NHCOAJIK_02631	CDS	333	ompX_1		COG3637	Outer membrane protein X
NHCOAJIK_02632	CDS	525				hypothetical protein
NHCOAJIK_02633	CDS	360				hypothetical protein
NHCOAJIK_02634	CDS	1458	oprM		COG1538	Outer membrane protein OprM
NHCOAJIK_02635	CDS	3168	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
NHCOAJIK_02636	CDS	1227	bepF			Efflux pump periplasmic linker BepF
NHCOAJIK_02637	CDS	2289	actP_2	7.2.2.9		Copper-transporting P-type ATPase
NHCOAJIK_02638	CDS	465	hmrR_2			HTH-type transcriptional regulator HmrR
NHCOAJIK_02639	CDS	195				hypothetical protein
NHCOAJIK_02640	CDS	1254	yjhB_2			Putative metabolite transport protein YjhB
NHCOAJIK_02641	CDS	1959				hypothetical protein
NHCOAJIK_02642	CDS	2973				hypothetical protein
NHCOAJIK_02643	CDS	102				hypothetical protein
NHCOAJIK_02644	CDS	1404				hypothetical protein
NHCOAJIK_02645	CDS	1011	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
NHCOAJIK_02646	CDS	132				hypothetical protein
NHCOAJIK_02647	CDS	1005	rhaR_5			HTH-type transcriptional activator RhaR
NHCOAJIK_02648	CDS	2091	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
NHCOAJIK_02649	CDS	633	rhtC_2		COG1280	Threonine efflux protein
NHCOAJIK_02650	CDS	276				hypothetical protein
NHCOAJIK_02651	CDS	1626	prpR		COG1221	Propionate catabolism operon regulatory protein
NHCOAJIK_02652	CDS	888	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
NHCOAJIK_02653	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
NHCOAJIK_02654	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
NHCOAJIK_02655	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NHCOAJIK_02656	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
NHCOAJIK_02657	CDS	2937				hypothetical protein
NHCOAJIK_02658	CDS	624	iprA_3			Inhibitor of hydrogen peroxide resistance
NHCOAJIK_02659	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
NHCOAJIK_02660	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
NHCOAJIK_02661	CDS	1095				hypothetical protein
NHCOAJIK_02662	CDS	309	yaiY			Inner membrane protein YaiY
NHCOAJIK_02663	CDS	216				hypothetical protein
NHCOAJIK_02664	CDS	1113	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
NHCOAJIK_02665	CDS	684				hypothetical protein
NHCOAJIK_02666	CDS	1212	sbnD_2			Staphyloferrin B transporter
NHCOAJIK_02667	CDS	261	iraP			Anti-adapter protein IraP
NHCOAJIK_02668	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
NHCOAJIK_02669	CDS	1113	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
NHCOAJIK_02670	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
NHCOAJIK_02671	CDS	456				hypothetical protein
NHCOAJIK_02672	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
NHCOAJIK_02673	CDS	192	yaiA			putative protein YaiA
NHCOAJIK_02674	CDS	678				hypothetical protein
NHCOAJIK_02675	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
NHCOAJIK_02676	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
NHCOAJIK_02677	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
NHCOAJIK_02678	CDS	1173	araJ		COG2814	Putative transporter AraJ
NHCOAJIK_02679	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
NHCOAJIK_02680	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
NHCOAJIK_02681	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
NHCOAJIK_02682	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
NHCOAJIK_02683	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
NHCOAJIK_02684	CDS	1371	proY		COG1113	Proline-specific permease ProY
NHCOAJIK_02685	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
NHCOAJIK_02686	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
NHCOAJIK_02687	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
NHCOAJIK_02688	CDS	1065	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
NHCOAJIK_02689	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
